,Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price
4372,Hyundai i20 Asta Option 1.4 CRDi,Hyundai,Coimbatore,2016,99362,Diesel,Manual,First,1396,88.73,5,22.54,7.03
4373,Toyota Innova Crysta 2.4 ZX MT,Toyota,Ahmedabad,2016,54000,Diesel,Manual,First,2393,147.8,7,13.68,16.5
4374,Maruti Ciaz ZDi Plus SHVS,Maruti,Coimbatore,2016,54268,Diesel,Manual,First,1248,88.5,5,28.09,7.67
4375,Jaguar XF Diesel,Jaguar,Coimbatore,2012,94521,Diesel,Automatic,First,2993,270.9,5,14.74,23.19
4376,Hyundai Xcent 1.2 Kappa S,Hyundai,Kochi,2017,38932,Petrol,Manual,First,1197,82,5,19.1,6.21
4377,Porsche Cayenne Diesel,Porsche,Coimbatore,2015,60395,Diesel,Automatic,First,2967,245,5,16.12,45.82
4378,Hyundai Xcent 1.1 CRDi S,Hyundai,Mumbai,2016,29000,Diesel,Manual,First,1120,71,5,24.4,5.95
4379,Audi A4 2.0 TDI Multitronic,Audi,Delhi,2011,58000,Diesel,Automatic,First,1968,140,5,16.55,11
4380,Maruti Ciaz RS ZXi Plus,Maruti,Coimbatore,2016,60913,Petrol,Manual,First,1373,91.1,5,20.73,7.19
4381,Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Delhi,2011,65000,Diesel,Manual,First,2494,102,8,12.8,6.4
4382,Mercedes-Benz New C-Class 220 CDI MT,MercedesBenz,Chennai,2015,26000,Diesel,Manual,First,2148,170,5,15.8,26
4383,Hyundai i10 Sportz,Hyundai,Hyderabad,2016,19947,Petrol,Manual,First,1197,78.9,5,20.36,4.5
4384,Hyundai i10 Sportz 1.2 AT,Hyundai,Chennai,2011,70816,Petrol,Automatic,First,1197,78.9,5,16.95,3.1
4385,Maruti Baleno Zeta 1.3,Maruti,Delhi,2015,54000,Diesel,Manual,First,1248,74,5,27.39,5.95
4386,Maruti Zen Estilo 1.1 VXI BSIII,Maruti,Delhi,2008,138000,Petrol,Manual,First,1061,64,5,18.2,1.2
4387,BMW 7 Series 730Ld,BMW,Chennai,2014,35000,Diesel,Automatic,First,2993,258,5,16.46,52
4388,Audi Q7 4.2 TDI Quattro Technology,Audi,Bangalore,2015,50000,Diesel,Automatic,First,4134,335.2,7,11.33,48
4389,BMW X5 xDrive 30d,BMW,Hyderabad,2011,124652,Diesel,Automatic,First,2993,245,5,11.7,21.99
4390,Maruti Ritz LXI,Maruti,Hyderabad,2013,80264,Petrol,Manual,First,1197,85.8,5,21.1,4.3
4391,Nissan Sunny 2011-2014 Diesel XL,Nissan,Pune,2013,125600,Diesel,Manual,First,1461,84.8,5,21.64,3.75
4392,Toyota Corolla Altis 1.8 Limited Edition,Toyota,Mumbai,2015,49000,Petrol,Manual,First,1798,138.03,5,14.28,8.95
4393,Toyota Etios VXD,Toyota,Pune,2012,111000,Diesel,Manual,First,1364,67.1,5,23.59,4.75
4394,Toyota Corolla Altis GL MT,Toyota,Coimbatore,2016,33690,Petrol,Manual,First,1798,138.03,5,14.28,14.6
4395,Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Mumbai,2012,50000,Diesel,Automatic,First,1968,174.33,5,17.68,17.5
4396,Maruti Ertiga ZDI,Maruti,Kolkata,2012,38092,Diesel,Manual,First,1248,88.8,7,20.77,5.2
4397,Hyundai Grand i10 Sportz,Hyundai,Coimbatore,2017,47774,Petrol,Manual,First,1197,82,5,18.9,6.04
4398,Tata Indigo CS LX (TDI) BS III,Tata,Chennai,2009,167000,Diesel,Manual,Second,1396,69,5,19.09,2.7
4399,Maruti Swift Dzire AMT ZDI,Maruti,Chennai,2019,65000,Diesel,Automatic,First,1248,74,5,26.59,6.75
4400,Volkswagen Polo Petrol Highline 1.6L,Volkswagen,Kolkata,2011,46000,Petrol,Manual,First,1598,103.5,5,15.26,2.35
4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Tata,Hyderabad,2017,16500,Petrol,Manual,First,1199,84,5,23.84,5
4402,Honda City i VTEC VX,Honda,Kolkata,2016,39000,Petrol,Manual,First,1497,117.3,5,17.8,6.95
4403,Honda Amaze V Petrol,Honda,Jaipur,2018,6000,Petrol,Manual,First,1199,86.76,5,19.5,6.7
4404,Audi A4 35 TDI Premium,Audi,Hyderabad,2015,60000,Diesel,Automatic,First,1968,174.33,5,17.11,25
4405,Volkswagen Vento Petrol Highline AT,Volkswagen,Chennai,2011,97320,Petrol,Automatic,First,1598,103.6,5,14.4,3.75
4406,Volkswagen Vento Diesel Trendline,Volkswagen,Chennai,2011,99807,Diesel,Manual,First,1598,103.6,5,20.54,3.75
4407,Honda City 1.5 S MT,Honda,Pune,2013,46000,Petrol,Manual,First,1497,118,5,17,5.1
4408,Maruti Wagon R LXI,Maruti,Mumbai,2010,12000,Petrol,Manual,First,998,67.04,5,22.5,2.45
4409,Skoda Superb 2.8 V6 AT,Skoda,Kolkata,2005,13002,Petrol,Automatic,First,2771,193.1,5,9.3,3.25
4410,Honda City i DTEC SV,Honda,Kolkata,2014,26000,Diesel,Manual,First,1498,98.6,5,26,5.5
4411,Maruti Wagon R LXI CNG,Maruti,Kochi,2014,68365,CNG,Manual,First,998,58.16,5,26.6,3.77
4412,Mercedes-Benz M-Class ML 350 4Matic,MercedesBenz,Coimbatore,2016,27833,Diesel,Automatic,First,2987,165,5,0,49.24
4413,Maruti Alto 800 LXI,Maruti,Kochi,2016,51639,Petrol,Manual,First,796,47.3,5,22.74,3.04
4414,Hyundai i20 Magna 1.2,Hyundai,Delhi,2015,21000,Petrol,Manual,First,1197,81.83,5,18.6,4.9
4415,Ford Ecosport 1.5 DV5 MT Trend,Ford,Bangalore,2013,90000,Diesel,Manual,First,1498,89.84,5,22.7,6.25
4416,BMW 3 Series GT 320d Luxury Line,BMW,Hyderabad,2015,36255,Diesel,Automatic,First,1995,184,5,19.59,33
4417,BMW X5 xDrive 30d,BMW,Chennai,2011,58000,Diesel,Automatic,Second,2993,245,5,11.7,27
4418,Honda Amaze S i-Vtech,Honda,Coimbatore,2014,48997,Petrol,Manual,Second,1198,86.7,5,18,5.21
4419,Ford EcoSport 1.5 Ti VCT MT Titanium,Ford,Mumbai,2014,31130,Petrol,Manual,First,1499,110.4,5,15.85,5.75
4420,Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,Coimbatore,2012,75668,Diesel,Automatic,First,2993,270.9,5,14.74,16.58
4421,Toyota Corolla 1.8 J,Toyota,Delhi,2015,12000,Petrol,Manual,First,1798,138,5,14.53,11
4422,Hyundai i10 Sportz,Hyundai,Pune,2014,90000,Petrol,Manual,Second,1197,78.9,5,20.36,2.8
4423,Mercedes-Benz New C-Class C220 CDI Executive Edition,MercedesBenz,Kochi,2019,17320,Diesel,Automatic,First,2148,170,5,15.8,37.99
4424,Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,Delhi,2011,85000,Diesel,Manual,Second,1968,108.5,5,20,3.65
4425,Ford Endeavour 4x2 XLT,Ford,Hyderabad,2007,130000,Diesel,Manual,First,2499,141,7,13.1,6
4426,Ford Figo Petrol EXI,Ford,Coimbatore,2013,60328,Petrol,Manual,First,1196,70,5,15.6,4.54
4427,Honda Amaze S i-Vtech,Honda,Kochi,2015,34327,Petrol,Manual,First,1198,86.7,5,18,5.4
4428,Tata Indica Vista TDI LS,Tata,Mumbai,2014,75000,Diesel,Manual,First,1405,70,5,19.1,3.3
4429,Volvo XC60 D4 Summum,Volvo,Hyderabad,2012,86000,Diesel,Automatic,Second,1985,163,5,14.7,18.25
4430,Datsun Redi GO Sport,Datsun,Bangalore,2017,12000,Petrol,Manual,First,799,53,5,22.7,3.1
4431,Hyundai EON Era Plus,Hyundai,Kochi,2013,57759,Petrol,Manual,First,814,55.2,5,21.1,3.84
4432,Maruti Alto 800 VXI,Maruti,Kolkata,2016,24300,Petrol,Manual,First,796,47.3,5,22.74,2.44
4433,Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Bangalore,2011,66000,Petrol,Manual,Second,1198,73.9,5,16.47,3.6
4434,Hyundai i10 Asta,Hyundai,Mumbai,2015,75915,Petrol,Manual,First,1197,78.9,5,20.36,3.9
4435,Nissan Sunny 2011-2014 XL,Nissan,Chennai,2013,107000,Petrol,Manual,Second,1498,97.7,5,16.95,2.9
4436,Toyota Corolla Altis G,Toyota,Chennai,2008,86000,Petrol,Manual,Second,1798,138.1,5,14.53,3.5
4437,Hyundai Verna CRDi ABS,Hyundai,Chennai,2009,160000,Diesel,Manual,Second,1493,110,5,18.1,3.5
4438,Maruti Alto 800 2016-2019 LXI Optional,Maruti,Jaipur,2019,3000,Petrol,Manual,First,796,47.3,5,24.7,3.5
4439,Hyundai i20 Sportz 1.4 CRDi,Hyundai,Hyderabad,2015,72495,Diesel,Manual,First,1396,88.76,5,21.9,7
4440,Hyundai Verna 1.6 CRDi AT S,Hyundai,Chennai,2016,33000,Diesel,Automatic,First,1582,126.2,5,19.08,8.7
4441,Audi Q7 3.0 TDI Quattro Technology,Audi,Hyderabad,2014,60000,Diesel,Automatic,First,2967,241.4,7,12.07,45
4442,Tata Indica V2 eLS,Tata,Hyderabad,2016,80103,Diesel,Manual,First,1396,69,5,25,1.8
4443,Chevrolet Spark 1.0 LS,Chevrolet,Kolkata,2007,42100,Petrol,Manual,First,995,62,5,18,0.99
4444,Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Kolkata,2018,4500,Petrol,Manual,First,1197,81.86,5,18.9,4.8
4445,Toyota Fortuner 4x4 MT TRD Sportivo,Toyota,Mumbai,2014,97000,Diesel,Manual,First,2982,169,7,12.55,17.95
4447,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Kochi,2017,51223,Petrol,Manual,First,1197,81.86,5,18.9,5.66
4448,Honda City 1.5 S MT,Honda,Delhi,2009,64000,Petrol,Manual,First,1497,118,5,17,3.1
4449,Hyundai Elite i20 Petrol Asta,Hyundai,Kochi,2016,56911,Petrol,Manual,First,1197,81.86,5,18.6,6.54
4450,Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Hyderabad,2015,147848,Diesel,Manual,First,2494,102,8,12.8,13.2
4451,Ford Mustang V8,Ford,Kochi,2018,21290,Petrol,Automatic,First,4951,395,4,13,56.8
4452,Toyota Innova Crysta 2.8 GX AT,Toyota,Kochi,2019,14076,Diesel,Automatic,First,2755,171.5,7,11.36,19.4
4453,Maruti Zen Estilo 1.1 VXI BSIII,Maruti,Ahmedabad,2007,75180,Petrol,Manual,First,1061,64,5,18.2,1.65
4454,Maruti Swift ZDi,Maruti,Jaipur,2013,92000,Diesel,Manual,Second,1248,74,5,22.9,4.35
4455,Fiat Avventura MULTIJET Emotion,Fiat,Hyderabad,2015,57266,Diesel,Manual,First,1248,91.72,5,20.5,6.5
4456,Maruti Zen Estilo VXI BSIII,Maruti,Delhi,2007,64000,Petrol,Manual,First,998,67.1,5,18.2,1.11
4457,Renault Duster 85PS Diesel RxL,Renault,Mumbai,2013,41000,Diesel,Manual,First,1461,83.8,5,19.87,5.5
4458,Mitsubishi Pajero 2.8 SFX,Mitsubishi,Delhi,2012,45999,Diesel,Manual,First,2835,107.2,6,10.5,11
4459,Maruti Celerio VXI AT,Maruti,Pune,2015,50000,Petrol,Automatic,First,998,67.04,5,23.1,3.9
4460,Tata Indica V2 DLS BSIII,Tata,Pune,2013,70000,Diesel,Manual,First,1405,48.21,5,17.88,1.8
4461,Hyundai Elite i20 Petrol Asta,Hyundai,Kochi,2016,37540,Petrol,Manual,First,1197,81.86,5,18.6,6.22
4462,Maruti Celerio VXI AT,Maruti,Hyderabad,2014,44000,Petrol,Automatic,First,998,67.04,5,23.1,4.3
4463,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Hyderabad,2017,22500,Petrol,Manual,First,1197,81.86,5,18.9,5.99
4464,Hyundai i20 1.2 Magna Executive,Hyundai,Delhi,2017,17431,Petrol,Manual,First,1197,81.83,5,18.6,6
4465,Hyundai Verna 1.6 SX VTVT (O),Hyundai,Delhi,2014,61566,Petrol,Manual,First,1591,121.3,5,17.1,5.85
4466,Land Rover Freelander 2 SE,Land,Kochi,2014,61730,Diesel,Automatic,First,2179,147.51,5,12.39,19.94
4467,Maruti Swift VXI BSIII,Maruti,Chennai,2009,68000,Petrol,Manual,First,1298,88.2,5,16.1,2.9
4468,Honda Amaze SX i-VTEC,Honda,Mumbai,2014,29000,Petrol,Manual,First,1198,86.7,5,18,4.25
4469,Toyota Corolla Altis Diesel D4DG,Toyota,Hyderabad,2010,156210,Diesel,Manual,First,1364,87.2,5,21.43,5.99
4470,Honda Amaze S Diesel,Honda,Kolkata,2013,46500,Diesel,Manual,First,1498,98.6,5,27.4,3.3
4471,Audi A6 3.0 TDI quattro,Audi,Coimbatore,2009,52830,Diesel,Automatic,Second,2967,241.38,5,16.77,8.08
4472,Maruti Wagon R VXI,Maruti,Jaipur,2017,39867,Petrol,Manual,First,998,67.04,5,22.5,4.5
4473,Honda Mobilio E i DTEC,Honda,Hyderabad,2014,58972,Diesel,Manual,First,1498,98.6,7,24.2,6.5
4474,Honda CR-V 2.4 4WD AT,Honda,Bangalore,2006,66000,Petrol,Automatic,Second,2354,152,5,10.1,3.9
4475,Hyundai Verna 1.6 SX VTVT (O),Hyundai,Delhi,2013,52000,Petrol,Manual,First,1591,121.3,5,17.1,5.25
4476,Hyundai Santa Fe 4x4 AT,Hyundai,Bangalore,2014,58000,Diesel,Automatic,First,2199,194.3,7,11.72,17
4477,Hyundai i10 Sportz AT,Hyundai,Ahmedabad,2012,58000,Petrol,Automatic,First,1197,78.9,5,16.95,3.5
4478,Ford Fusion Plus 1.4 TDCi Diesel,Ford,Hyderabad,2008,75000,Diesel,Manual,Second,1399,68,5,17.7,3
4479,Hyundai i10 Sportz,Hyundai,Coimbatore,2015,41008,Petrol,Manual,Second,1197,78.9,5,20.36,4.87
4480,Hyundai Xcent 1.1 CRDi SX Option,Hyundai,Jaipur,2014,65000,Diesel,Manual,First,1120,71,5,24.4,6
4481,Skoda Superb Style 2.0 TDI AT,Skoda,Mumbai,2015,19000,Diesel,Automatic,First,1968,174.5,5,18.19,15.5
4482,Ford Fiesta 1.4 Duratec EXI,Ford,Pune,2008,74000,Petrol,Manual,Second,1388,68,5,16.6,1.6
4483,Maruti Baleno Zeta Automatic,Maruti,Pune,2017,33000,Petrol,Automatic,First,1197,83.1,5,21.4,7.25
4484,Skoda Laura 1.9 TDI MT Ambiente,Skoda,Mumbai,2010,95000,Diesel,Manual,Second,1896,105,5,17,3.25
4485,Volkswagen Vento 1.5 TDI Comfortline,Volkswagen,Kolkata,2012,34000,Diesel,Manual,First,1498,108.5,5,20.64,3.4
4486,Audi Q7 3.0 TDI Quattro Technology,Audi,Coimbatore,2014,102865,Diesel,Automatic,First,2967,241.4,7,12.07,30.5
4487,Hyundai Verna VTVT 1.6 SX Option,Hyundai,Kochi,2016,52378,Petrol,Manual,First,1591,121.3,5,17,7.97
4488,Mercedes-Benz New C-Class 220 CDI AT,MercedesBenz,Delhi,2012,38000,Diesel,Automatic,First,2143,170,5,14.84,13.51
4489,Honda Amaze S i-Dtech,Honda,Kochi,2015,60334,Diesel,Manual,First,1498,98.6,5,25.8,5.43
4490,Ford Fiesta 1.4 Duratec EXI Limited Edition,Ford,Chennai,2010,107000,Petrol,Manual,First,1388,68,5,16.6,2.6
4491,Hyundai i20 Magna Optional 1.2,Hyundai,Bangalore,2013,445000,Petrol,Manual,First,1197,82.9,5,18.5,4.45
4492,Maruti Alto 800 LXI,Maruti,Kolkata,2017,2196,Petrol,Manual,First,796,47.3,5,22.74,2.75
4493,BMW 5 Series 530i Sedan,BMW,Kolkata,2010,24000,Petrol,Automatic,First,2996,258,5,10.6,8.75
4494,Fiat Grande Punto 1.4 Emotion,Fiat,Coimbatore,2015,44846,Petrol,Manual,Second,1368,88.7,5,14.6,5.41
4495,Maruti Dzire AMT ZDI Plus,Maruti,Kochi,2018,64035,Diesel,Automatic,First,1248,73.75,5,28.4,8.55
4496,Mahindra XUV500 W6 2WD,Mahindra,Mumbai,2014,45600,Diesel,Manual,First,2179,140,7,15.1,8.25
4497,Volvo XC90 2007-2015 D5 AT AWD,Volvo,Kochi,2014,102001,Diesel,Automatic,First,2400,200,7,11.1,23.58
4498,Hyundai i10 Sportz 1.2,Hyundai,Coimbatore,2014,47439,Petrol,Manual,First,1197,78.9,5,20.36,4.49
4499,Toyota Fortuner 3.0 Diesel,Toyota,Hyderabad,2010,193254,Diesel,Manual,First,2982,171,7,11.5,12.99
4500,Tata Nano XTA,Tata,Bangalore,2016,29000,Petrol,Automatic,First,624,37.48,4,21.9,2.8
4501,Renault Lodgy 110PS RxZ 8 Seater,Renault,Coimbatore,2016,51681,Diesel,Manual,First,1461,108.5,8,19.98,8.43
4502,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Hyderabad,2015,50000,Diesel,Automatic,First,2967,241.4,7,12.07,47.5
4503,Honda City i VTEC CVT VX,Honda,Mumbai,2016,42666,Petrol,Automatic,First,1497,117.3,5,18,8.95
4504,Renault Duster 110PS Diesel RxL,Renault,Jaipur,2013,65000,Diesel,Manual,Second,1461,108.45,5,19.01,5.5
4505,Honda Amaze S i-VTEC,Honda,Jaipur,2014,18776,Petrol,Manual,First,1198,86.7,5,17.8,4.75
4506,Honda Amaze S i-Vtech,Honda,Jaipur,2016,6714,Petrol,Manual,First,1198,86.7,5,18,4.75
4507,BMW 3 Series 320i,BMW,Pune,2009,40000,Petrol,Automatic,Second,1995,154,5,12.05,9.5
4508,Maruti Ritz LDi,Maruti,Coimbatore,2011,88539,Diesel,Manual,First,1248,73.94,5,23.2,3.77
4509,Honda City 1.5 S MT,Honda,Delhi,2012,65055,Petrol,Manual,Second,1497,118,5,17,4.25
4510,BMW 3 Series 320d Sport Line,BMW,Mumbai,2014,23000,Diesel,Automatic,First,1995,184,5,18.88,19.9
4511,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Volkswagen,Chennai,2009,60000,Diesel,Manual,First,1896,105,5,15,4
4512,Maruti Swift Dzire LXI,Maruti,Kochi,2013,59350,Petrol,Manual,First,1197,85.8,5,19.1,4.16
4513,Jaguar XF 2.2 Litre Executive,Jaguar,Bangalore,2015,19000,Diesel,Automatic,Second,2179,187.7,5,16.36,38
4514,Hyundai Xcent 1.2 Kappa AT SX Option,Hyundai,Kochi,2016,45560,Petrol,Automatic,First,1197,82,5,16.9,6.34
4515,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Pune,2009,118000,Diesel,Manual,First,2494,102,8,12.8,4.5
4516,Maruti Eeco 7 Seater Standard,Maruti,Chennai,2016,55000,Petrol,Manual,First,1196,73,7,15.1,3.75
4517,Audi A4 New 2.0 TDI Multitronic,Audi,Delhi,2012,60000,Diesel,Automatic,Second,1968,140.8,5,15.2,10.2
4518,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Chennai,2007,145000,Diesel,Manual,First,2494,102,8,12.8,5
4519,Maruti Grand Vitara MT,Maruti,Mumbai,2008,46810,Petrol,Manual,First,1995,163.5,5,9.8,3.95
4520,Volkswagen Vento 1.5 TDI Highline,Volkswagen,Coimbatore,2016,62767,Diesel,Manual,First,1498,103.2,5,20.34,9.75
4521,Hyundai Elite i20 Petrol Asta,Hyundai,Kochi,2018,18553,Petrol,Manual,First,1197,81.86,5,18.6,7.93
4522,Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Hyderabad,2011,143143,Diesel,Manual,First,1399,67,5,17.8,2.1
4523,Mitsubishi Pajero Sport 4X4,Mitsubishi,Coimbatore,2015,53497,Diesel,Manual,First,2477,175.56,7,13.5,16.42
4524,Hyundai Santa Fe 4X4,Hyundai,Bangalore,2011,148000,Diesel,Manual,Second,2199,194.3,7,14.66,8.9
4525,Mahindra XUV500 W8 2WD,Mahindra,Pune,2012,95000,Diesel,Manual,First,2179,140,7,15.1,7.21
4526,Toyota Innova 2.5 V Diesel 8-seater,Toyota,Chennai,2015,100000,Diesel,Manual,First,2494,102,8,12.8,13.5
4527,Mercedes-Benz GLE 350d,MercedesBenz,Chennai,2016,29000,Diesel,Automatic,First,2987,254.79,5,11.57,65
4528,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Mahindra,Bangalore,2014,87000,Diesel,Manual,First,2179,120,7,12.05,7.4
4529,Honda City 1.5 S AT,Honda,Kochi,2014,56838,Petrol,Automatic,First,1497,118,5,16.8,5.15
4530,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,MercedesBenz,Pune,2013,100000,Diesel,Automatic,First,2987,224,7,12,32
4531,Honda City 1.5 S MT,Honda,Kolkata,2011,125000,Petrol,Manual,First,1497,118,5,17,3.25
4532,Maruti Wagon R VXI AMT,Maruti,Kolkata,2017,17000,Petrol,Automatic,First,998,67,5,22.5,3.95
4533,Tata Indigo eCS GLE BSIII,Tata,Pune,2013,70000,Petrol,Manual,Second,1193,65,5,15.4,1.5
4534,Hyundai i20 2015-2017 1.2 Asta with AVN,Hyundai,Pune,2010,50000,Petrol,Manual,Second,1197,80,5,17,3
4535,Honda Jazz Active,Honda,Kolkata,2010,39800,Petrol,Manual,First,1198,90,5,16,1.99
4536,Maruti A-Star Lxi,Maruti,Kolkata,2010,60000,Petrol,Manual,First,998,66.1,5,19,1.35
4537,BMW 3 Series 320d Highline,BMW,Hyderabad,2009,58000,Diesel,Automatic,First,1995,181,5,16.07,13.5
4538,Skoda Yeti Elegance,Skoda,Hyderabad,2010,110009,Diesel,Manual,First,1968,138.08,5,17.67,6.99
4539,Nissan Terrano XV Premium 110 PS,Nissan,Hyderabad,2013,85000,Diesel,Manual,First,1461,108.5,5,19.01,8.5
4540,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Pune,2010,84000,Diesel,Manual,Second,1199,73.9,5,22.07,2.89
4541,BMW 3 Series 320d,BMW,Mumbai,2011,51000,Diesel,Automatic,First,1995,190,5,22.69,10.5
4542,Nissan Sunny 2011-2014 XL,Nissan,Kochi,2013,68880,Petrol,Manual,First,1498,97.7,5,16.95,3.97
4543,Maruti Alto K10 VXI AGS,Maruti,Chennai,2017,5500,Petrol,Automatic,First,998,67.1,5,24.07,4.25
4544,Maruti Ritz ZXI,Maruti,Coimbatore,2016,40052,Petrol,Manual,First,1197,85.8,5,21.1,6.17
4545,Audi Q5 30 TDI quattro Premium Plus,Audi,Coimbatore,2016,47293,Diesel,Automatic,First,1968,174.3,5,14.16,38.72
4546,Hyundai Verna CRDi SX,Hyundai,Hyderabad,2013,79663,Diesel,Manual,First,1493,110,5,16.8,6.5
4547,Honda Amaze S i-Dtech,Honda,Jaipur,2013,63000,Diesel,Manual,Second,1498,98.6,5,25.8,4.25
4548,Honda City i DTEC SV,Honda,Kolkata,2014,45000,Diesel,Manual,First,1498,98.6,5,26,4.75
4549,Toyota Fortuner TRD Sportivo 2.8 2WD AT,Toyota,Kochi,2014,56501,Diesel,Automatic,First,2755,174.5,7,12.9,17.71
4550,Volkswagen Vento 1.5 TDI Highline,Volkswagen,Jaipur,2015,58000,Diesel,Manual,First,1498,103.2,5,20.34,5.85
4551,BMW 5 Series 520d Luxury Line,BMW,Coimbatore,2011,51602,Diesel,Automatic,First,1995,190,5,22.48,17.27
4552,BMW 3 Series 320d Sedan,BMW,Hyderabad,2007,74199,Diesel,Automatic,First,1995,181,5,16.07,9.25
4553,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Ahmedabad,2017,25000,Petrol,Automatic,First,1591,121.3,5,13,12.75
4554,BMW 3 Series Luxury Line,BMW,Pune,2016,70000,Diesel,Automatic,Second,1995,190,5,21.76,27
4555,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,MercedesBenz,Bangalore,2013,25000,Diesel,Automatic,Second,2143,167.62,5,14.84,21
4556,Maruti Swift Dzire VDI,Maruti,Hyderabad,2017,22000,Diesel,Manual,First,1248,74,5,26.59,7.95
4557,Maruti Celerio ZXI,Maruti,Hyderabad,2015,47020,Petrol,Manual,Second,998,67.04,5,23.1,4.5
4558,BMW 3 Series 320d GT Luxury Line,BMW,Mumbai,2017,8000,Diesel,Automatic,First,1995,187.74,5,19.59,33.75
4559,Audi Q7 4.2 TDI Quattro Technology,Audi,Delhi,2010,73000,Diesel,Automatic,First,4134,335.2,7,11.33,17.51
4560,Honda Jazz V,Honda,Kochi,2017,36973,Petrol,Manual,First,1199,88.7,5,18.2,6.8
4561,Tata Nano Cx BSIV,Tata,Coimbatore,2014,42083,Petrol,Manual,First,624,37.48,4,25.4,1.68
4562,Maruti Alto 800 2016-2019 LXI,Maruti,Chennai,2016,61000,Petrol,Manual,First,796,47.3,5,24.7,2.9
4563,Maruti Wagon R VXI,Maruti,Mumbai,2014,43628,Petrol,Manual,First,998,67.04,5,22.5,3.16
4564,Hyundai Xcent 1.1 CRDi Base,Hyundai,Jaipur,2014,60000,Diesel,Manual,First,1120,71,5,24.4,3.9
4565,Chevrolet Beat LT,Chevrolet,Delhi,2010,54000,Petrol,Manual,Second,1199,76.8,5,17.8,1.95
4566,Jaguar XF 2.2 Litre Luxury,Jaguar,Kochi,2015,27001,Diesel,Automatic,First,2179,187.7,5,16.36,26.52
4567,Volkswagen Passat Diesel Highline 2.0 TDI,Volkswagen,Chennai,2010,52000,Diesel,Automatic,First,1968,167.7,5,18.33,9
4568,Hyundai i20 Asta 1.4 CRDi,Hyundai,Hyderabad,2012,80000,Diesel,Manual,First,1396,88.76,5,21.27,4.5
4569,Mitsubishi Pajero 2.8 SFX,Mitsubishi,Chennai,2008,160000,Diesel,Manual,First,2835,107.2,6,10.5,8.75
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,Chennai,2018,3300,Diesel,Automatic,First,1248,88.5,5,24.3,11.5
4571,Maruti Alto K10 LXI,Maruti,Delhi,2016,35027,Petrol,Manual,First,998,67.1,5,24.07,3
4572,Hyundai EON Magna Plus,Hyundai,Coimbatore,2015,26568,Petrol,Manual,First,814,55.2,5,21.1,3.79
4573,Maruti Ciaz VDi Plus SHVS,Maruti,Ahmedabad,2015,59000,Diesel,Manual,First,1248,88.5,5,28.09,6
4574,Hyundai Creta 1.6 CRDi SX Option,Hyundai,Bangalore,2016,51000,Diesel,Manual,First,1582,126.2,5,19.67,13.25
4575,Skoda Superb Ambition 2.0 TDI CR AT,Skoda,Delhi,2012,56400,Diesel,Automatic,First,1968,138.1,5,17.2,8
4576,Volkswagen Polo 1.5 TDI Highline,Volkswagen,Hyderabad,2015,80000,Diesel,Manual,First,1498,88.8,5,20.14,5.8
4578,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Hyderabad,2013,107000,Diesel,Manual,Second,2494,100.6,7,12.99,13.5
4579,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,MercedesBenz,Pune,2014,100000,Diesel,Automatic,First,2143,203,5,14.21,25
4580,Volkswagen Polo 1.5 TDI Highline,Volkswagen,Kochi,2016,59998,Diesel,Manual,First,1498,88.8,5,20.14,5.49
4581,Audi Q3 2.0 TDI,Audi,Hyderabad,2013,105000,Diesel,Automatic,First,1968,150,5,17.32,19
4582,Hyundai i20 1.2 Magna,Hyundai,Kolkata,2011,36000,Petrol,Manual,First,1197,80,5,18.5,2.5
4583,Hyundai i10 Sportz 1.1L,Hyundai,Kolkata,2015,24350,Petrol,Manual,Second,1086,68.05,5,19.81,3
4584,Tata Tigor 1.05 Revotorq XT,Tata,Kochi,2018,28973,Diesel,Manual,First,1047,69,5,24.7,6.64
4585,Hyundai EON Era,Hyundai,Kochi,2017,8243,Petrol,Manual,First,814,55.2,5,21.1,3.21
